"Title","Description","Singers (one line)","YoutubeID"
"ഒരുതിരികൊണ്ട്... ജമീല്‍ അഹ്മദ്/ സിദ്‌റത്തുല്‍ മുന്‍ത്വഹ","ഒരുതിരികൊണ്ട്... ജമീല്‍ അഹ്മദ്/ സിദ്‌റത്തുല്‍ മുന്‍ത്വഹ","Not credited","NU_fN8QgdtI"
"ഓണതുമ്പികളെ | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","ഓണതുമ്പികളെ... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","t67DYjz1yi8"
"ഓരോ വിത്തും | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","ഓരോ വിത്തും... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","4k2kd_kzHiw"
"കനത്ത കന്മതിൽ | Kanatha Kanmathil | Mizhippookkal | Islamic Song","കനത്ത കന്മതിൽ | മിഴിപ്പൂക്കൾ | രചന: പി.കെ ഗോപി | സംവിധാനം: ചാന്ദ് പാഷ | ആലാപനം: മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ, | ചങ്ങന്നൂർ ശ്രീകുമാർ, സിബെല്ല, രഹ്‌ന, പ്രകാശൻ മണ്ണൂർ | Kanatha Kanmathil | Mizhippookkal | Composer: P.K Gopi | Direction: Chand Pasha | Singers: Madhu Balakrishnan, Shereef Cochin, | Changannoor Sreekumar, Cibella, Rahna, Prakashan Mannoor | © D4media","മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ,","TuAoHkY91r4"
"കിളിയുടെ | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍  | Malarvadi Balasangam","കിളിയുടെ... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","j70rbch-93s"
"ചെരാതുകൾ | Lyric Video | Eid Song | D4 Media Song | Cherathukal","ചെരാതുകൾ | Lyric Video | Eid Song | D4 Media Song | Cherathukal | Lyrics: Ameen karakunnu | Music programing mix: saibalan | Dlm studio | Singer: deepak jr | Lyric Video: @JewadPS | Co-Editor: Mueen Ponissery | Creative Support: Mehd Makbool, Shameer Babu | Production: D4 Media","deepak jr","PeKZYx6dzeY"
"ജീവിതപാഠം  പകരും..  ടി.കെ അലി പൈങ്ങോട്ടായി/ അമീന്‍ യാസിര്‍","ജീവിതപാഠം  പകരും..  ടി.കെ അലി പൈങ്ങോട്ടായി/ | അമീന്‍ യാസിര്‍","Not credited","RKMhxNoW8Lc"
"തല്ലിക്കെടുത്തുവാനാരുണ്ട്... ടി.കെ അലി പൈങ്ങോട്ടായി /സമീര്‍ ബിന്‍സി","തല്ലിക്കെടുത്തുവാനാരുണ്ട്... ടി.കെ അലി പൈങ്ങോട്ടായി /സമീര്‍ ബിന്‍സി","Not credited","6M-YjBYu7Gc"
"താരഗണങ്ങൾക്കപ്പുറം പോരാട്ടവീറിന്റെ പെണ്ണിടം | Lyric Video Song | GIO Kerala | Sidhrathul Munthaha","താരഗണങ്ങൾക്കപ്പുറം പോരാട്ടവീറിന്റെ പെണ്ണിടം | ജി.ഐ.ഒ കേരള പുറത്തിറക്കിയ ഗാനം | Music Video By GIO Kerala | Lyrics : Ameen Karakkunnu | Music : Muhsin Kurikkal | Singer : Dr. Sidhrathul Munthaha | GIO was established on March 5 1984. It functions under the supervision of JIH. Gio releases the potential of womenfolk in moulding the society's future. And also intends to uplift the girls and enhance their power of action and reaction. | GIO releases that it is from the girls themselves that the voices for safety and security should wise. | Being a group that works among girls GIO has to make its member realize their space in their families as well as society. Girls should have the courage to shoulder the responsibility of handing over the message of truth to the posterities.","Dr. Sidhrathul Munthaha","BiLtFHcg6Ys"
"തെളിനീര് (ഗാനങ്ങള്‍) ഇടനെഞ്ചിന്‍...","തെളിനീര് (ഗാനങ്ങള്‍) ഇടനെഞ്ചിന്‍...","Not credited","qUeAkNAx4Zk"
"തെളിനീര് (ഗാനങ്ങള്‍) ഇലാഹിന്റെ...","തെളിനീര് (ഗാനങ്ങള്‍) ഇലാഹിന്റെ...","Not credited","s0WVSGheV5c"
"തെളിനീര് (ഗാനങ്ങള്‍) കൈതവമില്ലാത്ത...","തെളിനീര് (ഗാനങ്ങള്‍) കൈതവമില്ലാത്ത...","Not credited","cQzcd3Jtha8"
"തെളിനീര് (ഗാനങ്ങള്‍) പുലിയുടെ കൂട്ടിലെ...","തെളിനീര് (ഗാനങ്ങള്‍) പുലിയുടെ കൂട്ടിലെ...","Not credited","04aVqcnrkQM"
"തെളിനീര് (ഗാനങ്ങള്‍) മാനത്ത് പുഞ്ചിരിച്ചൊരു...","തെളിനീര് (ഗാനങ്ങള്‍) മാനത്ത് പുഞ്ചിരിച്ചൊരു...","Not credited","4qywVueaeoo"
"തെളിനീര് (ഗാനങ്ങള്‍) മിഴിതുറക്കൂ..","തെളിനീര് (ഗാനങ്ങള്‍) മിഴിതുറക്കൂ..","Not credited","dgU-vaRpo64"
"തെളിനീര് (ഗാനങ്ങള്‍) മിഴിനനയുന്നു..","തെളിനീര് (ഗാനങ്ങള്‍) മിഴിനനയുന്നു..","Not credited","EFYfGDEUn_A"
"തെളിനീര് (ഗാനങ്ങള്‍) മിഴിനനയുന്നു...","തെളിനീര് (ഗാനങ്ങള്‍) മിഴിനനയുന്നു...","Not credited","CCWM7CPbw8k"
"തെളിനീര് (ഗാനങ്ങള്‍) സ്ത്രീധന...","തെളിനീര് (ഗാനങ്ങള്‍) സ്ത്രീധന...","Not credited","G4TU3MAxcZ8"
"നമുക്ക് നല്ല പാട്ടുപാടാം | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","നമുക്ക് നല്ല പാട്ടുപാടാം... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","pPqTThgAzqQ"
"നാം മനുഷ്യര്‍ നാം ഒന്ന്- ഗാനം","നാം മനുഷ്യര്‍ നാം ഒന്ന്- ഗാനം","Not credited","h2xEuXt-0-Q"
"പടച്ചോന്റെ പനിനീർപ്പൂ | Padachonte Panineerpoo | Mizhippookkal | Islamic Song","പടച്ചോന്റെ പനിനീർപ്പൂ | മിഴിപ്പൂക്കൾ | രചന: പി.കെ ഗോപി | സംവിധാനം: ചാന്ദ് പാഷ | ആലാപനം: മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ, | ചങ്ങന്നൂർ ശ്രീകുമാർ, സിബെല്ല, രഹ്‌ന, പ്രകാശൻ മണ്ണൂർ | Padachonte Panineerpoo | Mizhippookkal | Composer: P.K Gopi | Direction: Chand Pasha | Singers: Madhu Balakrishnan, Shereef Cochin, | Changannoor Sreekumar, Cibella, Rahna, Prakashan Mannoor | © D4media","മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ,","s9tU1X2unOM"
"പഠിക്കണം പകര്‍ത്തണം | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","പഠിക്കണം പകര്‍ത്തണം... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","zubyMecGhHw"
"പെണ്ണ് കെട്ടിനു /ശരീഫ് കൊച്ചിന്‍, സാജിദ","മിന്നാമിനുങ്ങ് | രചന: യു.കെ അബൂസഹ് ല | സംഗീതം: സമീര്‍ ബിന്‍സി, അക്ബര്‍ മലപ്പുറം | ആവിഷ്‌കാരം: എസ്.ഐ.ഒ സംവേദന വേദി | പാടിയത് : ശരീഫ് കൊച്ചിന്‍, സാജിദ","ശരീഫ് കൊച്ചിന്‍, സാജിദ","uBhwhsENe3Q"
"പ്രശാന്തി പൂക്കും മധുമലര്‍... (ഗാനം)","പ്രശാന്തി പൂക്കും മധുമലര്‍... (ഗാനം)","Not credited","W-Yu8VgPduY"
"പ്രാ‍ർഥന വീഡിയോ ഗാനം | Dua video song | Thanima Kalasahithya Vedi | Eid Malayalam song","പ്രാ‍ർഥന വീഡിയോ ഗാനം | Dua video song | Thanima Kalasahithya Vedi | Eid Malayalam song | മ്യൂസിക്: അബ്ദുൽ സലാം | രചന: ഫൈസൽ കൊച്ചി | പാടിയവർ: ഷംസു, സിറാജ്, നബീല, സഹല, സ്വാലിഹ | ഓർക്കസ്‌ട്രേഷൻ: ഐഎം ഷക്കീർ | മിക്സിംഗ് മാസ്റ്ററിംഗ്‌: അബ്ദുൽ ഹക്കീം","ഷംസു, സിറാജ്, നബീല, സഹല, സ്വാലിഹ","PJeAx2hjSsM"
"ബാക്കിയെന്തുണ്ട്... ജമീല്‍ അഹ്മദ് /ശരീഫ് കൊച്ചിന്‍","ബാക്കിയെന്തുണ്ട്... ജമീല്‍ അഹ്മദ് /ശരീഫ് കൊച്ചിന്‍","Not credited","M740dpak7MU"
"മഞ്ഞു തുള്ളിയായ് | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","മഞ്ഞു തുള്ളിയായ്... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","LfZVnilAywQ"
"മതം ഒരു വരം | Theme Song | Thanima Kalasahithya Vedhi Kochi | Islam Campaign","മതം ഒരു വരം | Theme Song | Thanima Kalasahithya Vedhi Kochi | Islam Campaign | Lyric: Faisal Kochi | Singers: Shamsu Maloth, Nabeela | Music: IM Shakeer | Mixing, Mastering: Abdul Hakeem | Coordination: AS Muhammed","Shamsu Maloth, Nabeela","dPSHNEG5SJM"
"മതമൂറ്റും മധുരത്തില്‍ / ഹുസ്‌ന, തബസ്സുന്നിസ, നശീദ","മിന്നാമിനുങ്ങ് | രചന: യു.കെ അബൂസഹ് ല | സംഗീതം: സമീര്‍ ബിന്‍സി, അക്ബര്‍ മലപ്പുറം | ആവിഷ്‌കാരം: എസ്.ഐ.ഒ സംവേദന വേദി | പാടിയത് : മതമൂറ്റും മധുരത്തില്‍ | ഹുസ്‌ന, തബസ്സുന്നിസ, നശീദ","മതമൂറ്റും മധുരത്തില്‍","RgFQ-nsRF-I"
"മർദ്ദനമുറയാൽ | Mardhana Murayaal | Mizhippookkal | Islamic Song","മർദ്ദനമുറയാൽ | മിഴിപ്പൂക്കൾ | രചന: പി.കെ ഗോപി | സംവിധാനം: ചാന്ദ് പാഷ | ആലാപനം: മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ, | ചങ്ങന്നൂർ ശ്രീകുമാർ, സിബെല്ല, രഹ്‌ന, പ്രകാശൻ മണ്ണൂർ | Mardhana Murayaal | Mizhippookkal | Composer: P.K Gopi | Direction: Chand Pasha | Singers: Madhu Balakrishnan, Shereef Cochin, | Changannoor Sreekumar, Cibella, Rahna, Prakashan Mannoor | © D4media","മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ,","wvxYm20Jh98"
"മഴവില്ലിന്റെ പകല്‍ /3 വഴിയടഞ്ഞ കലാലയ മതിലില്‍..","ഗാനരചന: ജമീല്‍ അഹ്മദ്, തൗഫീഖ് എം.എസ് | അമീന്‍ മുഹമ്മദ് കാരക്കുന്ന് | സംഗീതം: അമീന്‍ യാസിര്‍ | ആലാപനം: | സുരേഷ് ചെറുകോട്, അമീന്‍ യാസിര്‍, സിദ്‌റത്തുല്‍ മുന്‍ത്തഹ, അരുണ്‍ കൃഷ്ണ | സ്റ്റുഡിയോ: | ഹിമ ഓഡിയോ വിഷ്വല്‍ ലാബ്, മലപ്പുറം","Not credited","TgcdgcipJEU"
"മഴവില്ലിന്റെ പകല്‍ /4 മഴവില്ലിന്‍ കാലമായി..","ഗാനരചന: ജമീല്‍ അഹ്മദ്, തൗഫീഖ് എം.എസ് | അമീന്‍ മുഹമ്മദ് കാരക്കുന്ന് | സംഗീതം: അമീന്‍ യാസിര്‍ | ആലാപനം: | സുരേഷ് ചെറുകോട്, അമീന്‍ യാസിര്‍, സിദ്‌റത്തുല്‍ മുന്‍ത്തഹ, അരുണ്‍ കൃഷ്ണ | സ്റ്റുഡിയോ: | ഹിമ ഓഡിയോ വിഷ്വല്‍ ലാബ്, മലപ്പുറം","Not credited","c1PzqfWZVXU"
"മഴവില്ലിന്റെ പകല്‍ /7 ആ വലം കൈനീട്ടുക...","ഗാനരചന: ജമീല്‍ അഹ്മദ്, തൗഫീഖ് എം.എസ് | അമീന്‍ മുഹമ്മദ് കാരക്കുന്ന് | സംഗീതം: അമീന്‍ യാസിര്‍ | ആലാപനം: | സുരേഷ് ചെറുകോട്, അമീന്‍ യാസിര്‍, സിദ്‌റത്തുല്‍ മുന്‍ത്തഹ, അരുണ്‍ കൃഷ്ണ | സ്റ്റുഡിയോ: | ഹിമ ഓഡിയോ വിഷ്വല്‍ ലാബ്, മലപ്പുറം","Not credited","CnTAVLjljrI"
"മഴവില്ലിന്റെ പകല്‍ /8 സാര്‍വ്വലൗകിക നീലിമയും...","ഗാനരചന: ജമീല്‍ അഹ്മദ്, തൗഫീഖ് എം.എസ് | അമീന്‍ മുഹമ്മദ് കാരക്കുന്ന് | സംഗീതം: അമീന്‍ യാസിര്‍ | ആലാപനം: | സുരേഷ് ചെറുകോട്, അമീന്‍ യാസിര്‍, സിദ്‌റത്തുല്‍ മുന്‍ത്തഹ, അരുണ്‍ കൃഷ്ണ | സ്റ്റുഡിയോ: | ഹിമ ഓഡിയോ വിഷ്വല്‍ ലാബ്, മലപ്പുറം","Not credited","6Vdq7TQ1LJM"
"മഴവില്ലിന്റെ പകല്‍/ 2 പേനത്തുമ്പില്‍ പകലുതീര്‍ക്കും..","ഗാനരചന: ജമീല്‍ അഹ്മദ്, തൗഫീഖ് എം.എസ് | അമീന്‍ മുഹമ്മദ് കാരക്കുന്ന് | സംഗീതം: അമീന്‍ യാസിര്‍ | ആലാപനം: | സുരേഷ് ചെറുകോട്, അമീന്‍ യാസിര്‍, സിദ്‌റത്തുല്‍ മുന്‍ത്തഹ, അരുണ്‍ കൃഷ്ണ | സ്റ്റുഡിയോ: | ഹിമ ഓഡിയോ വിഷ്വല്‍ ലാബ്, മലപ്പുറം","Not credited","uLJS5LUwa2g"
"മഴവില്ലിന്റെ പകല്‍/ 5 നദിയേ നദിയേ എന്നും...","ഗാനരചന: ജമീല്‍ അഹ്മദ്, തൗഫീഖ് എം.എസ് | അമീന്‍ മുഹമ്മദ് കാരക്കുന്ന് | സംഗീതം: അമീന്‍ യാസിര്‍ | ആലാപനം: | സുരേഷ് ചെറുകോട്, അമീന്‍ യാസിര്‍, സിദ്‌റത്തുല്‍ മുന്‍ത്തഹ, അരുണ്‍ കൃഷ്ണ | സ്റ്റുഡിയോ: | ഹിമ ഓഡിയോ വിഷ്വല്‍ ലാബ്, മലപ്പുറം","Not credited","o9CH-L4CS-Y"
"മഴവില്ലിന്റെ പകല്‍/ 6 അറബി നാട്ടിന്നക്കരെനിന്നെ...","ഗാനരചന: ജമീല്‍ അഹ്മദ്, തൗഫീഖ് എം.എസ് | അമീന്‍ മുഹമ്മദ് കാരക്കുന്ന് | സംഗീതം: അമീന്‍ യാസിര്‍ | ആലാപനം: | സുരേഷ് ചെറുകോട്, അമീന്‍ യാസിര്‍, സിദ്‌റത്തുല്‍ മുന്‍ത്തഹ, അരുണ്‍ കൃഷ്ണ | സ്റ്റുഡിയോ: | ഹിമ ഓഡിയോ വിഷ്വല്‍ ലാബ്, മലപ്പുറം","Not credited","JwEMyRb4qCc"
"മാനവന്നീ ലോകമാകെ/ഷാനവാസ്, സാജിദ","മിന്നാമിനുങ്ങ് | രചന: യു.കെ അബൂസഹ് ല | സംഗീതം: സമീര്‍ ബിന്‍സി, അക്ബര്‍ മലപ്പുറം | ആവിഷ്‌കാരം: എസ്.ഐ.ഒ സംവേദന വേദി | പാടിയത് : ഷാനവാസ്, സാജിദ","ഷാനവാസ്, സാജിദ","fQfPiZmPvyY"
"മാപ്പുതരൂ മാതാവേ | Mappu Tharoo Mathave | Mizhippookkal | Islamic Song","മാപ്പുതരൂ മാതാവേ | മിഴിപ്പൂക്കൾ | രചന: പി.കെ ഗോപി | സംവിധാനം: ചാന്ദ് പാഷ | ആലാപനം: മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ, | ചങ്ങന്നൂർ ശ്രീകുമാർ, സിബെല്ല, രഹ്‌ന, പ്രകാശൻ മണ്ണൂർ | Mappu Tharoo Mathave | Mizhippookkal | Composer: P.K Gopi | Direction: Chand Pasha | Singers: Madhu Balakrishnan, Shereef Cochin, | Changannoor Sreekumar, Cibella, Rahna, Prakashan Mannoor | © D4media","മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ,","doET7W4DJwg"
"മാറട്ടെ മാറട്ടെ...   നസറുള്ള വാഴക്കാട്‌/ശരീഫ് കൊച്ചിന്‍","മാറട്ടെ മാറട്ടെ...   നസറുള്ള വാഴക്കാട്‌/ശരീഫ് കൊച്ചിന്‍","Not credited","9tOnDc_odEY"
"മിന്നിതിളങ്ങും/ സതീഷ് ബാബു, കോറസ്‌","മിന്നാമിനുങ്ങ് | രചന: യു.കെ അബൂസഹ് ല | സംഗീതം: സമീര്‍ ബിന്‍സി, അക്ബര്‍ മലപ്പുറം | ആവിഷ്‌കാരം: എസ്.ഐ.ഒ സംവേദന വേദി | പാടിയത് : സതീഷ് ബാബു, കോറസ്‌ | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍","സതീഷ് ബാബു, കോറസ്‌","ldkw2ZVq91A"
"യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | ഉണര്‍ത്തുപാട്ടുമായ്‌ | Islamic Song","ഉണര്‍ത്തുപാട്ടുമായ്‌ | യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | സോളിഡാരിറ്റി","Not credited","Z1fM4z2CT-0"
"യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | കണ്ണീര് പെയ്യുന്നു | Islamic Song","യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | കണ്ണീര് പെയ്യുന്നു | സോളിഡാരിറ്റി | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","goxWeXOeivI"
"യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | നീതികെട്ട | Islamic Song","നീതികെട്ട | യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | സോളിഡാരിറ്റി","Not credited","T5x-CBk_bQA"
"യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | നീതിയെ കുഴിമൂടി | Islamic Song","നീതിയെ കുഴിമൂടി | യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | സോളിഡാരിറ്റി","Not credited","m-rUqq0SQWY"
"യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | പൊരുതിടാനൊരു | Islamic Song","പൊരുതിടാനൊരു | യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | സോളിഡാരിറ്റി","Not credited","uXRvlF4Er8Q"
"യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | പോര്‍വിളിക്കുക | Islamic Song","യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | പോര്‍വിളിക്കുക | Islamic Song","Not credited","11hHAjDhfk4"
"യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | യുവതക്കുണ്ടൊരു ദൗത്യം | Islamic Song","യുവതക്കുണ്ടൊരു ദൗത്യം | യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | സോളിഡാരിറ്റി","Not credited","vWt4NvKCKfU"
"യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | സാമ്രാജ്യത്ത്വ കഴുകന്‍മാര്‍ | Islamic Song","സാമ്രാജ്യത്ത്വ കഴുകന്‍മാര്‍ | യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | സോളിഡാരിറ്റി","Not credited","PLuSA9c_IQs"
"വ യദൂറു | Va Yadhooru | Abathaah | Islamic Song","വ യദൂറു | അബതാഹ്‌ | സംഗീതം: ചാന്ദ് പാഷ | ആലാപനം: ശരീഫ് കൊച്ചിൻ, രഹ്ന, മുഹമ്മദ് കുട്ടി | Va Yadhooru | Abathaah | Composing: Chand Pasha | Singers: Shereef Cochin, Rahna, Muhammad Kutty | © D4media","ശരീഫ് കൊച്ചിൻ, രഹ്ന, മുഹമ്മദ് കുട്ടി","jLpJ4R5TyFA"
"വരുന്നു ‍‌ഞങ്ങള്‍ | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","വരുന്നു ‍‌ഞങ്ങള്‍... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","63sTAbWuf6g"
